player_name,BR Kills,BR Damage,BR Wins
BigPizzaaaaaaah,4929,1359023,0
BigPizzaaaaaaah,3826,1041921,0
BigPizzaaaaaaah,3760,938072,295
BigPizzaaaaaaah,2700,726371,114
BigPizzaaaaaaah,1686,314903,125
BigPizzaaaaaaah,983,247773,38
BigPizzaaaaaaah,732,187049,0
BigPizzaaaaaaah,679,0,0
BigPizzaaaaaaah,578,172284,21
BigPizzaaaaaaah,542,138572,0
BigPizzaaaaaaah,187,0,0
BigPizzaaaaaaah,18,5017,1
BigPizzaaaaaaah,14,5327,0
Big_Sssssslime,77522,22119437,2336
Big_Sssssslime,3807,0,0
Big_Sssssslime,1150,0,0
Big_Sssssslime,81,0,0
Billy Butcher,30313,6800851,0
Billy Butcher,20324,0,0
Billy Butcher,1227,297335,0
Billy Butcher,100,0,0
Biohazardsv,46481,11754986,2210
Biohazardsv,16178,3981097,1049
Biohazardsv,6322,1617157,359
Biohazardsv,5696,1497623,338
Biohazardsv,2090,515800,109
Biohazardsv,1864,505923,113
Biohazardsv,1621,0,0
Biohazardsv,1592,407117,114
Biohazardsv,1414,0,0
Biohazardsv,1345,340004,58
Biohazardsv,1257,304199,0
Biohazardsv,951,0,0
Biohazardsv,542,169145,25
Biohazardsv,495,125245,34
Biohazardsv,388,102969,20
Biohazardsv,301,0,0
Biohazardsv,293,85303,20
Biohazardsv,258,72489,0
Biohazardsv,83,0,0
BladeGamesGG,101635,29374936,8388
BladeGamesGG,186,75225,9
BladeGamesGG,170,62274,10
BladeGamesGG,111,39510,10
BladeGamesGG,77,23770,4
BladeGamesGG,75,0,0
BladeGamesGG,29,0,0
Blank___NoName,25877,7181792,2703
Blank___NoName,21904,5847232,1748
Blank___NoName,6411,0,0
Blank___NoName,3030,0,0
Blank___NoName,2959,0,0
Blank___NoName,2248,0,0
Blank___NoName,2152,0,0
Blank___NoName,2114,0,0
Blank___NoName,2113,0,0
Blank___NoName,1326,399423,0
Blank___NoName,1260,0,0
Blank___NoName,1165,0,0
Blank___NoName,1118,321510,88
Blank___NoName,1077,0,0
Blank___NoName,1025,0,0
Blank___NoName,919,0,0
Blank___NoName,750,0,0
